eighty,'eiti,n. the cardinal number that is the product of ten and eight\ns. being ten more than seventy,"num. 八十, 八十个",5,,eighty miles north
either,'i:ðә,r. after a negative statement used as an intensive meaning something like `likewise' or `also',"a. (两者之中)任一的, (两者之中)各一的\npron. (两者之中)任一\nconj. 或, 要么",5,,
elder,'eldә,n. a person who is older than you are\nn. any of numerous shrubs or small trees of temperate and subtropical northern hemisphere having white flowers and berrylike fruit\nn. any of various church officers\ns. used of the older of two persons of the same name especially used to distinguish a father from his son,"n. 年长者, 老人, 前辈\na. 年长的, 资深的",2,r:elder/0:elder/1:r/s:elders,my elder daughter
electric,i'lektik,n. a car that is powered by electricity\na. using or providing or producing or transmitting or operated by electricity\ns. (of a situation) exceptionally tense\ns. affected by emotion as if by electricity; thrilling,"a. 电的, 导电的, 电动的\n[医] 电的",3,s:electrics,an electric cooker
elephant,'elifәnt,n. five-toed pachyderm\nn. the symbol of the Republican Party; introduced in cartoons by Thomas Nast in 1874,n. 象,2,s:elephants,
eleven,i'levn,n. the cardinal number that is the sum of ten and one\ns. being one more than ten,"num. 十一, 十一个",5,,the room was about eleven feet wide
else,els,"a. & pron. Other; one or something beside; as, Who else is\n   coming? What else shall I give? Do you expect anything else?\nadv. & conj. Besides; except that mentioned; in addition; as,\n   nowhere else; no one else.\nadv. & conj. Otherwise; in the other, or the contrary, case; if\n   the facts were different.","a. 别的, 其他的\nadv. 另外, 否则, 不然",5,,
email,'i:'meil,n (computer science) a system of world-wide electronic communication in which a computer user can compose a message at one terminal that can be regenerated at the recipient's terminal when the recipient logs in\nv communicate electronically on the computer,n. 电子信函,,,
empty,'empti,n. a container that has been emptied\nv. make void or empty of contents\nv. become empty or void of its content\nv. remove,"a. 空的, 空虚的, 空腹的, 空洞的\nn. 空的东西, 空车\nvt. 倒空, 使变空, 使排出\nvi. 流空\n[计] 空",3,d:emptied/p:emptied/i:emptying/3:empties/s:empties/r:emptier/t:emptiest,she put down her empty cup
encourage,in'kʌridʒ,v. inspire with confidence; give hope or courage to\nv. spur on,"vt. 鼓励, 支持, 激励\n[法] 怂恿, 煽动, 助长",4,d:encouraged/p:encouraged/3:encourages/i:encouraging,we were encouraged by the success of this venture
end,end,n. either extremity of something that has length\nn. the point in time at which something ends\nn. the concluding parts of an event or occurrence\nn. a final part or section,"n. 结束, 终点, 目标, 末端, 梢, 死亡, 残余\nv. 结束, 终结, 终止\n[计] 端; 结束",5,p:ended/s:ends/d:ended/i:ending/3:ends,the end of the year
enemy,'enimi,n. an opposing military force\nn. an armed adversary (especially a member of an opposing military force)\nn. any hostile group of people,"n. 敌人, 仇敌, 敌军\na. 敌人的",3,s:enemies,the traditional enemies of his tribe
energy,'enәdʒi,n. (physics) a thermodynamic quantity equivalent to the capacity of a physical system to do work; the units of energy are joules or ergs\nn. forceful exertion\nn. enterprising or ambitious drive\nn. an imaginative lively style (especially style of writing),"n. 精力, 精神, 活力, 能量\n[化] 能; 能量",4,s:energies,changes in the levels of vitamins can affect energy and well-being
engineer,.endʒi'niә,n. a person who uses scientific knowledge to solve practical problems\nn. the operator of a railway locomotive\nv. design as an engineer,"n. 工程师, 工兵\nvt. 设计, 监造, 精明地处理, 策划",3,s:engineers/d:engineered/p:engineered/i:engineering/3:engineers,
England,'iŋglәnd,n. a division of the United Kingdom,"n. 英格兰\n[法] 英格兰, 英国",,,
English,'iŋgliʃ,n. an Indo-European language belonging to the West Germanic branch; the official language of Britain and the United States and most of the commonwealth countries\nn. the people of England\nn. the discipline that studies the English language and literature,"n. 英语\na. 英文的, 英国人的",,,
enjoy,in'dʒɒi,v. derive or receive pleasure from; get enjoyment from; take pleasure in\nv. have benefit from\nv. have for one's benefit,"vt. 享受, 喜欢, 欣赏\n[法] 享受, 享有, 获得某种利益",4,p:enjoyed/i:enjoying/d:enjoyed/3:enjoys,I enjoy watching good films
enough,i'nʌf,"n. an adequate quantity; a quantity that is large enough to achieve a purpose\nr. as much as necessary; (`plenty' is nonstandard) ""I've had plenty, thanks""","n. 充足, 够, 很多\na. 充足的, 足够\nadv. 足够\ninterj. 够了",5,,there's too much work and not enough people to do it
enter,'entә,v. to come or go into\nv. become a participant; be involved in\nv. come on stage,"vt. 进入, 参加, 开始, 输入, 回车\nvi. 进去, 参加\n[计] 输入, 回车",4,p:entered/d:entered/i:entering/3:enters,she entered the kitchen
environment,in'vairәnmәnt,n. the totality of surrounding conditions\nn. the area in which something exists or lives,"n. 环境, 外界, 围绕\n[计] 环境",4,s:environments,survival in an often hostile environment
eraser,i'reisә,n. an implement used to erase something,n. 擦子,,s:erasers,
especially,i'speʃәli,r to a distinctly greater extent or degree than is common\nr in a special manner,"adv. 尤其, 特别, 格外",4,,"he despised them all, especially Sylvester"
Europe,'juәrәp,n. the 2nd smallest continent (actually a vast peninsula of Eurasia); the British use `Europe' to refer to all of the continent except the British Isles\nn. the nations of the European continent collectively,n. 欧洲,,,
European,.juәrә'pi:әn,n. a native or inhabitant of Europe\na. of or relating to or characteristic of Europe or the people of Europe,"n. 欧洲人\na. 欧洲的, 欧洲人的",,s:europeans,twentieth-century European art
even,'i:vәn,v. become even or more even\nv. make even or more even\na. divisible by two\ns. equal in degree or extent or amount; or equally matched or balanced,"a. 平坦的, 相等的, 连贯的, 均等的, 公平的, 偶数的, 平均的, 平衡的, 恰好的\nvt. 使平坦, 使相等\nvi. 变平, 成为相等\nadv. 甚至, 实际上, 完全, 十分\nn. 偶数, 偶校验\n[计] 偶数, 偶校验",1,i:evening/p:evened/3:evens/d:evened,"prepare the site, then lay an even bed of mortar"
evening,'i:vniŋ,n. the latter part of the day (the period of decreasing daylight from late afternoon until nightfall)\nn. a later concluding time period\nn. the early part of night (from dinner until bedtime) spent in a special way,"n. 傍晚, 晚间, 末期",4,1:i/0:even/s:evenings,it was seven o'clock in the evening
ever,'evә,r. at any time\nr. (intensifier for adjectives) very,"adv. 曾经, 究竟, 永远",5,,nothing ever seemed to ruffle her
every,'evri,s. (used of count nouns) each and all of the members of a group considered singly and without exception\ns. each and all of a series of entities or intervals as specified,"a. 每一, 所有的",5,,the hotel assures every guest of personal attention
everybody,'evribɒdi,n. Every person.,"pron. 每个人, 人人",4,,everybody agrees with his views
everyday,'evri'dei,s. found in the ordinary course of events\ns. commonplace and ordinary,"a. 每天的, 日常的, 平常的",2,,everyday chores like shopping and housework
everyone,'evriwʌn,"n. Everybody; -- commonly separated, every one.","pron. 每个人, 人人\n[计] 系统中的一个组名",4,,everyone needs time to unwind
everything,'evriθiŋ,n. Whatever pertains to the subject under consideration;\n   all things.,"pron. 每件事物, 所有事物",5,,they did everything together
everywhere,'evrihwєә,r. to or in any or all places; (`everyplace' is used informally for `everywhere'),"adv. 各处, 到处",3,,I've looked everywhere
exam,ig'zæm,n a set of questions or exercises evaluating skill or knowledge,"n. 考试, 测验",2,s:exams,he was likely to fail his exams again
examination,ig.zæmi'neiʃәn,n. the act of examining something closely (as for mistakes)\nn. a set of questions or exercises evaluating skill or knowledge\nn. the act of giving students or candidates a test (as by questions) to determine what they know or have learned,"n. 考试, 测验, 审查\n[医] 检查, 诊察",3,s:examinations,an examination of marketing behaviour
examine,ig'zæmin,"v. observe, check out, and look over carefully or inspect\nv. question closely","v. 检查, 调查, 考试",4,d:examined/i:examining/p:examined/3:examines,a doctor examined me and said I might need a caesarean
example,ig'zæmpl,n. an item of information that is typical of a class or group\nn. punishment intended as a warning to others,"n. 例子, 样本, 实例\n[化] 实例",5,s:examples,advertising provides a good example of an industry where dreams have faded
excellent,'ekslәnt,s. very good; of the highest quality,"a. 优良的, 杰出的, 出色的",4,,the lorry was in excellent condition
except,ik'sept,v take exception to\nv prevent from being included or considered or accepted,"vt. 除, 除外\nvi. 反对\nprep. 除了...之外, 若不是, 除非\nconj. 只是",4,i:excepting/p:excepted/d:excepted/3:excepts,they work every day except Sunday
excite,ik'sait,v. arouse or elicit a feeling\nv. raise to a higher energy level\nv. produce a magnetic field in,"vt. 刺激, 使兴奋, 激励",2,d:excited/p:excited/3:excites/i:exciting,flying still excites me
excuse,ik'skju:z,n. a defense of some offensive behavior or some failure to keep a promise etc.\nn. a note explaining an absence\nv. accept an excuse for\nv. grant exemption or release to,"vt. 原谅, 申辩, 做为...的托辞\nn. 致歉, 理由, 饶恕, 借口",3,s:excuses/d:excused/p:excused/i:excusing/3:excuses,he did nothing to hide or excuse Jacob's cruelty
exercise,'eksәsaiz,n. the activity of exerting your muscles in various ways to keep fit\nn. systematic training by multiple repetitions\nn. a task performed or problem solved in order to develop skill or understanding\nn. (usually plural) a ceremony that involves processions and speeches,"n. 行使, 执行, 运动, 练习, 作业\nvt. 运用, 练习, 运动\nvi. 练习, 锻炼",4,d:exercised/s:exercises/i:exercising/3:exercises/p:exercised,exercise improves your heart and lung power
expect,iks'pekt,v. regard something as probable or likely\nv. look forward to the probable occurrence of\nv. consider reasonable or due\nv. look forward to the birth of a child,"vt. 预期, 盼望, 期待",5,d:expected/i:expecting/p:expected/3:expects,it's as well to expect the worst
expensive,ik'spensiv,a. high in price or charging high prices,"a. 贵的, 奢华的, 费用浩大的, 乱化钱的\n[经] 高价的, 昂贵的, 浪费的",4,,keeping a horse is expensive
experience,ik'spiәriәns,n. the accumulation of knowledge or skill that results from direct participation in events or activities\nn. the content of direct observation or participation in an event\nn. an event as apprehended\nv. go or live through,"n. 经历, 经验, 体验\nvt. 经历, 经验, 体验",5,s:experiences/d:experienced/i:experiencing/p:experienced/3:experiences,he had learned his lesson by painful experience
experiment,ik'sperimәnt,n. the act of conducting a controlled test or investigation\nn. the testing of an idea\nn. a venture at something new or different\nv. to conduct a test or investigation,"n. 实验, 试验, 实验仪器\nvi. 实验, 尝试",3,s:experiments/i:experimenting/d:experimented/p:experimented/3:experiments,a laboratory which carried out experiments on pigs
explain,ik'splein,v. make plain and comprehensible\nv. define,"v. 解释, 说明",4,p:explained/d:explained/3:explains/i:explaining,they explained that their lives centred on the religious rituals
express,ik'spres,n. mail that is distributed by a rapid and efficient system\nn. public transport consisting of a fast train or bus that makes only a few scheduled stops\nn. rapid transport of goods\nv. give expression to,"n. 快车, 快递, 专使\na. 明确的, 丝毫不差的, 专门的, 快的\nvt. 表达, 表示, 表露",4,d:expressed/i:expressing/p:expressed/3:expresses,he expressed complete satisfaction
eye,ai,n. the organ of sight\nn. good discernment (either visually or as if visually)\nn. attention to what is seen\nn. a small hole or loop (as in a needle),"n. 眼睛, 视力, 看\nvt. 看, 注视",5,s:eyes/p:eyed/i:eyeing/d:eyed/3:eyes,my cat is blind in one eye
face,feis,n. the front of the human head from the forehead to the chin and ear to ear\nn. the general outward appearance of something\nn. the striking or working surface of an implement\nn. a part of a person that is used to refer to a person,"n. 脸, 面容, 正面, 外观\nvt. 面对, 朝, 正视, 面临\nvi. 朝, 向\n[计] 现场可改变的控制元件",5,i:facing/s:faces/d:faced/p:faced/3:faces,she was scarlet in the face and perspiring profusely
fact,fækt,n. a piece of information about circumstances that exist or events that have occurred\nn. a statement or assertion of verified information about something that is the case or has happened\nn. an event known to have happened or something known to have existed\nn. a concept whose truth can be proved,"n. 事实, 真实性, 真相, 细节, 论据",5,s:facts,he ignores some historical and economic facts
factory,'fæktәri,n. a plant consisting of one or more buildings with facilities for manufacturing,"n. 工厂, 产生地, 代理店\n[经] 工厂, 代理店, 商行在国外的代理处",4,s:factories,a clothing factory
fail,feil,"v. fail to do something; leave something undone\nv. be unsuccessful\nv. disappoint, prove undependable to; abandon, forsake\nv. stop operating or functioning","vi. 失败, 缺乏, 中断, 衰退, 失灵\nvt. 忘记, 使...失望, 缺乏, 不及格\nn. 不及格",5,d:failed/p:failed/i:failing/3:fails,he failed in his attempt to secure election
fair,fєә,n. gathering of producers to promote business\nn. a competitive exhibition of farm products\nv. join so that the external surfaces blend smoothly\na. free from favoritism or self-interest or bias or deception; conforming with established standards or rules,"n. 展览会, 市集, 美好的事物\na. 公平的, 按规则进行的, 不好不坏的, 晴朗的, 美丽的\nadv. 公平地, 正面地, 有教养地, 清楚地\nvi. 转晴",4,s:fairs/r:fairer/t:fairest/i:fairing/p:faired/3:fairs/d:faired,the group has achieved fair and equal representation for all its members
fall,fɒ:l,n. the season when the leaves fall from the trees\nn. the lapse of mankind into sinfulness because of the sin of Adam and Eve\nn. a lapse into sin; a loss of innocence or of chastity\nn. a sudden decline in strength or number or importance,"n. 落下, 瀑布, 采伐量, 下降, 落差, 降低, 堕落, 秋天\nvi. 倒下, 落下, 来临, 失守, 阵亡, 下跌, 减弱, 倾斜, 垮台, 轮到, 变成, 降低\na. 秋天的",5,p:fell/d:fallen/i:falling/3:falls/s:falls,five inches of snow fell through the night
family,'fæmәli,n. a social unit living together\nn. primary social group; parents and children\nn. people descended from a common ancestor\nn. (biology) a taxonomic group containing one or more genera,"n. 家庭, 家人, 族\na. 家庭的",5,s:families,the family lived in a large house with a lot of land
famous,'feimәs,s widely known and esteemed,"a. 出名的, 极好的",4,,a famous star
fan,fæn,"n. a device for creating a current of air by movement of a surface or surfaces\nn. an ardent follower and admirer\nv. strike out (a batter), (of a pitcher)\nv. make (an emotion) fiercer","n. 风扇, 迷, 狂热者, 爱好者\nvt. 煽动, 刺激, 吹拂\nvi. 飘动, 成扇形散开",4,s:fans/i:fanning/p:fanned/d:fanned/3:fans,"a couple of ceiling fans, lazily turning"
fantastic,fæn'tæstik,"s. extraordinarily good or great; used especially as intensifiers\ns. fanciful and unrealistic; foolish\ns. existing in fancy only\ns. extravagantly fanciful in design, construction, appearance","a. 奇妙的, 稀奇的, 空想的",2,,they did a fantastic job
far,fɑ:,a. located at a great distance in time or space or degree\ns. being of a considerable distance or length\ns. being the animal or vehicle on the right or being on the right side of an animal or vehicle\ns. beyond a norm in opinion or actions,"a. 远的, 久远的, 遥远的\nadv. 甚远地, 很, 到很深的程度, 到很远的距离",5,r:further/t:furthest,the house was not too far away
farm,fɑ:m,n. workplace consisting of farm buildings and cultivated land as a unit\nv. be a farmer; work as a farmer\nv. collect fees or profits,"n. 农场, 农田\nvt. 耕种\nvi. 种田",4,s:farms/d:farmed/p:farmed/i:farming/3:farms,a farm of 100 acres
farmer,'fɑ:mә,n. a person who operates a farm\nn. United States civil rights leader who in 1942 founded the Congress of Racial Equality (born in 1920)\nn. an expert on cooking whose cookbook has undergone many editions (1857-1915),"n. 农夫, 农场主\n[法] 农民, 农场主, 承包者",4,s:farmers,
fast,fɑ:st,"n. abstaining from food\nv. abstain from certain foods, as for religious or medical reasons\nv. abstain from eating\na. acting or moving or capable of acting or moving quickly","a. 快速的, 紧的\nadv. 很快地, 紧紧地, 彻底地\nn. 绝食, 斋戒\nvi. 绝食, 斋戒",4,r:faster/t:fastest/i:fasting/p:fasted/s:fasts/d:fasted/3:fasts,a fast and powerful car
fat,fæt,n. a soft greasy substance occurring in organic tissue and consisting of a mixture of lipids (mostly triglycerides)\na. having an (over)abundance of flesh\ns. having a relatively large diameter\ns. lucrative,"n. 脂肪, 脂油, 肥肉\na. 肥的, 胖的, 油腻的\nn. 文件分配表\n[计] 文件分配表",4,s:fats/r:fatter/t:fattest/i:fatting/p:fatted/3:fats/d:fatted,whales and seals insulate themselves with layers of fat
father,'fɑ:ðә,n. a male parent (also used as a term of address to your father)\nn. `Father' is a term of address for priests in some churches (especially the Roman Catholic Church or the Orthodox Catholic Church); `Padre' is frequently used in the military\nn. a person who holds an important or distinguished position in some organization\nn. God when considered as the first person in the Trinity,"n. 父亲, 祖先, 长辈, 神父, 创始者\nvt. 当...的父亲, 保护, 创作, 发明, 培养",5,s:fathers/d:fathered/i:fathering/p:fathered/3:fathers,Margaret's father died at an early age
favourite,'feivәrit,n a competitor thought likely to win\nn a special loved one\nn something regarded with special favor or liking\ns appealing to the general public\ns preferred above all others and treated with partiality,"n. 喜欢的事物\na. 喜爱的, 宠爱的",4,s:favourites,their favourite Italian restaurant
fear,fiә,n. an emotion experienced in anticipation of some specific pain or danger (usually accompanied by a desire to flee or fight)\nn. a feeling of profound respect for someone or something\nv. be afraid or feel anxious or apprehensive about a possible or probable situation or event\nv. be afraid or scared of; be frightened of,"n. 恐怖, 害怕, 担心\nv. 害怕, 恐惧, 为...担心, 敬畏",5,s:fears/p:feared/d:feared/3:fears/i:fearing,I cowered in fear as bullets whizzed past
February,'februәri,n. the month following January and preceding March,n. 二月,4,,even in February the place is busy
feed,fi:d,n. food for domestic livestock\nv. provide as food\nv. give food to\nv. feed into; supply,"n. 饲料, 一餐, 饲养\nvt. 喂, 饲养, 放牧, 靠...为生\nvi. 吃东西, 用餐, 流入\n[计] 送纸",4,d:fed/p:fed/i:feeding/3:feeds/1:pd/0:feed/s:feeds,did you remember to feed the cat?
feel,fi:l,"n. an intuitive awareness; \nn. manual stimulation of the genital area for sexual pleasure\nv. undergo an emotional sensation or be in a particular state of mind\nv. perceive by a physical sensation, e.g., coming from the skin or muscles","vt. 感觉, 觉得, 触摸, 以为\nvi. 有知觉, 摸索, 同情\nn. 感觉, 觉得, 触摸",5,p:felt/i:feeling/d:felt/3:feels,she felt someone touch her shoulder
feeling,'fi:liŋ,n. the experiencing of affective and emotional states\nn. a physical sensation that you experience\nn. an intuitive understanding of something,"n. 摸, 触觉, 知觉, 感觉, 情绪, 同情\na. 有同情心的, 有感觉的, 仁慈的, 动人的",4,0:feel/1:i/s:feelings/i:feeling,a feeling of joy
festival,'festәvәl,n. a day or period of time set aside for feasting and celebration\nn. an organized series of acts and performances (usually in one place),"a. 节日的, 喜庆的, 快乐的\nn. 节日, 庆祝, 欢宴",4,s:festivals,traditional Jewish festivals
fetch,fetʃ,n. the action of fetching\nv. be sold for a certain price\nv. take away or remove,"n. 取得, 拿, 诡计, 魂\nvt. 接来, 取来, 售得, 带来, 推出, 引出, 杀死, 吸引, 到达\nvi. 取物, 前进\n[计] 取",2,p:fetched/d:fetched/i:fetching/3:fetches,he ran to fetch help
fever,'fi:vә,n. a rise in the temperature of the body; frequently a symptom of infection\nn. intense nervous anticipation,"n. 发烧, 发热, 热病\n[医] 发热, 热",2,s:fevers/p:fevered,she had a slight fever
few,fju:,n. a small elite group\na. a quantifier that can be used with count nouns and is often preceded by `a'; a small but indefinite number,"a. 很少的, 不多的, 少数的\nn. 少数",5,,may I ask a few questions?
field,fi:ld,n. a piece of land cleared of trees and usually enclosed\nn. somewhere (away from a studio or office or library or laboratory) where practical work is done or data is collected\nn. the space around a radiating body within which its electromagnetic oscillations can exert force on another similar body not in contact with it\nn. a particular kind of commercial enterprise,"n. 领域, 田地, 场地, 战场, 场, 域\nvt. 使...晒在场上, 使上场\na. 田间的, 野生的, 野外的, 田赛的\n[计] 域, 字段",4,s:fields/i:fielding/p:fielded/d:fielded/3:fields,a wheat field
fifteen,'fif'ti:n,n. the cardinal number that is the sum of fourteen and one\ns. being one more than fourteen,"num. 十五, 十五个",5,,all fifteen bedrooms have private facilities
fifth,fifθ,n. a quantity of liquor equal to one fifth of a United States gallon\nn. position five in a countable series of things\nn. the musical interval between one note and another five notes away from it\ns. coming next after the fourth and just before the sixth in position,"num. 第五, 五分之一",4,,the fifth century BC
fifty,'fifti,n. the cardinal number that is the product of ten and five\ns. being ten more than forty,"num. 五十, 五十个",5,,only fifty per cent of the aircraft were serviceable
fight,fait,n. the act of fighting; any contest or struggle\nn. an intense verbal dispute\nn. a boxing or wrestling match\nv. fight against or resist strongly,"n. 打架, 争吵, 斗志\nv. 对抗, 打架",5,i:fighting/p:fought/d:fought/s:fights/3:fights,the men were fighting
fill,fil,"n. a quantity sufficient to satisfy\nv. make full, also in a metaphorical sense\nv. become full\nv. assume, as of positions or roles","vt. 装满, 填充, 弥漫, 供给, 满足, 供应\nvi. 充满, 变得沉重\nn. 满足, 装满, 充分, 填方\nvt. 填充\nvi. 填充\n[计] 填充",4,d:filled/p:filled/i:filling/3:fills,I filled the bottle with water
film,film,n. a medium that disseminates moving pictures\nn. photographic material consisting of a base of celluloid covered with a photographic emulsion; used to make negatives or transparencies\nn. a thin coating or layer\nn. a thin sheet of (usually plastic and usually transparent) material used to wrap or cover things,"n. 软片, 薄膜, 胶卷, 电影\nvt. 覆以薄膜, 拍摄\nvi. 生薄膜, 拍电影",5,s:films/i:filming/d:filmed/p:filmed/3:films,he had already shot a whole roll of film
final,'fainl,n. the final match between the winners of all previous matches in an elimination tournament\ns. conclusive in a process or progression\ns. not to be altered or undone,"n. 期末考试, 结局, 决赛\na. 最后的, 终极的, 决定性的",5,s:finals,the final version of the report was presented
find,faind,"v. come upon, as if by accident; meet with\nv. come upon after searching; find the location of something that was missed or lost\nv. come to believe on the basis of emotion, intuitions, or indefinite grounds\nv. obtain through effort or management","vt. 发现, 感到, 找到, 认为, 得到\nvi. 裁决\nn. 发现\n[计] 查找; DOS外部命令:在指定的文件或从键盘输入的文本行中\n寻找指定的字符串, 将符合条件的行或行数输出到标准输出设备上",5,d:found/p:found/i:finding/3:finds/s:finds,Lindsey looked up to find Neil watching her
fine,fain,n. money extracted as a penalty\ns. minutely precise especially in differences in meaning\ns. thin in thickness or diameter\ns. characterized by elegance or refinement or accomplishment,"n. 罚款, 罚金, 晴天, 精细\na. 好的, 晴朗的, 健康的, 细小的, 精细的\nvt. 罚款, 精炼, 澄清\nvi. 变清, 变细\nadv. 很好\n[计] 精细",3,t:finest/d:fined/s:fines/r:finer/p:fined/3:fines/i:fining,this was a fine piece of film-making
finger,'fiŋgә,n. any of the terminal members of the hand (sometimes excepting the thumb)\nn. the length of breadth of a finger used as a linear measure\nn. one of the parts of a glove that provides covering for a finger or thumb\nv. feel or handle with the fingers,"n. 手指, 指状物, (手套的)手指部分, 指针\nv. 用手指拨弄, 伸出\n[计] 网络命令",4,s:fingers/p:fingered/i:fingering/d:fingered/3:fingers,she raked her hair back with her fingers
finish,'finiʃ,n. the place designated as the end (as of a race or journey)\nn. designated event that concludes a contest (especially a race)\nn. the downfall of someone (as of persons on one side of a conflict)\nn. (wine tasting) the taste of a wine on the back of the tongue (as it is swallowed),"n. 完成, 结束, 末道漆, 磨光, 完美\nvt. 完成, 结束, 用完, 毁掉\nvi. 结束\n[计] 完成",4,d:finished/p:finished/i:finishing/3:finishes/s:finishes,they were straining to finish the job
fire,'faiә,n. the event of something burning (often destructive)\nn. the act of firing weapons or artillery at an enemy\nn. the process of combustion of inflammable materials producing heat and light and (often) smoke\nn. a fireplace in which a relatively small fire is burning,"n. 火, 炉火, 电炉, 火灾, 闪光体, 炮火, 热情\nvt. 点燃, 烧制, 使发光, 激动, 放枪, 解雇\nvi. 着火, 烧火, 开枪, 射击, 激动",2,s:fires/d:fired/p:fired/i:firing/3:fires,his house was destroyed by fire
first,fә:st,n. the first or highest in an ordering or series\nn. the first element in a countable series\nn. an honours degree of the highest class\na. preceding all others in time or space or degree,"adv. 首先, 第一, 优先\na. 第一的\nnum. 第一\nn. 开始, 第一",5,,his first wife
fish,fiʃ,n. any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills\nn. the flesh of fish used as food\nv. seek indirectly\nv. catch or try to catch fish or shellfish,"n. 鱼, 鱼肉, 鱼类, 接合板\nvt. 钓, 钓鱼, 查出, 用接合板连接\nvi. 捕鱼, 钓鱼, 用钩捞取, 摸索寻找",4,s:fishes/p:fished/i:fishing/d:fished/3:fishes/f:fishes,the huge lakes are now devoid of fish
fisherman,'fiʃәmәn,n. someone whose occupation is catching fish,"n. 渔夫, 钓鱼者, 渔船",2,s:fishermen,
fit,fit,n. a display of bad temper\nn. the manner in which something fits\nv. be the right size or shape; fit correctly or as desired\nv. make fit,"n. 适宜, 合身, 发作, 痉挛\na. 适宜的, 对的, 准备好的\nvt. 适合, 安装, 使合身, 使适应, 使合格\nvi. 适合, 符合, 合身\n[计] 非特",2,d:fitted/3:fits/i:fitting/p:fitted/s:fits/r:fitter/t:fittest,the house was not fit for human habitation
five,faiv,n. the cardinal number that is the sum of four and one\ns. being one more than four,"num. 五, 五个",5,,five minutes later she came back
fix,fiks,"n. informal terms for a difficult situation\nn. something craved, especially an intravenous injection of a narcotic drug\nn. an exemption granted after influence (e.g., money) is brought to bear\nv. set or place definitely","vt. 使固定, 修理, 准备, 安装, 凝视, 牢记, 确定, 整理\nvi. 固定, 注视, 确定\nn. 困境, 方位, 维修, 贿赂",3,d:fixed/i:fixing/p:fixed/3:fixes/s:fixes,they had candles fixed to their helmets
flag,flæg,n. emblem usually consisting of a rectangular piece of cloth of distinctive design\nn. a rectangular piece of fabric used as a signalling device\nn. stratified stone that splits into pieces suitable as paving stones\nn. a conspicuously marked or shaped tail,"n. 标志, 旗标, 旗子, 信号旗, 菖蒲\nvt. 悬旗, 打旗号, 铺石板\nvi. 无力地下垂\n[计] 标志; 属性标记命令",3,s:flags/p:flagged/i:flagging/d:flagged/3:flags,the American flag
flat,flæt,n. a level tract of land\nn. a shallow box in which seedlings are started\nn. a musical notation indicating one half step lower than the note named\nn. a deflated pneumatic tire,"a. 平坦的, 单调的, 无力的, 浅的, 萧条的, 干脆的, 无聊的\nadv. 平直地, 断然地\nn. 扁平物, 平面, 平地, 平原, 平板车\nv. (使)变平",4,s:flats/r:flatter,he sat down on a flat rock
floor,flɒ:,"n. the inside lower horizontal surface (as of a room, hallway, tent, or other structure)\nn. a structure consisting of a room or set of rooms at a single position along a vertical scale\nn. a lower limit\nn. the ground on which people and animals move about","n. 地板, 楼层, 底部, 底价\nvt. 铺地板, 打倒\nn. 地面, 地板, 基底\n[计] 基底",4,s:floors/d:floored/p:floored/i:flooring/3:floors,a wooden floor
flower,'flauә,n. a plant cultivated for its blooms or blossoms\nn. reproductive organ of angiosperm plants especially one having showy or colorful parts\nn. the period of greatest prosperity or productivity,"n. 花, 开花植物, 精华, 盛时\nvi. 开花, 发育, 旺盛, 成熟\nvt. 用花装饰, 使开花",4,s:flowers/d:flowered/i:flowering/3:flowers/p:flowered,
flu,flu:,n an acute febrile highly contagious viral disease,"n. 流感, 流行性感冒",1,,she was in bed with flu
fly,flai,n. two-winged insects characterized by active flight\nn. an opening in a garment that is closed by a zipper or by buttons concealed under a fold of cloth\nn. (baseball) a hit that flies up in the air\nn. fisherman's lure consisting of a fishhook decorated to look like an insect,"n. 苍蝇, 两翼昆虫, 飞行\nvi. 飞, 飞翔, 飘扬, 逃走\nvt. 飞, 飞越, 使飘扬, 逃出\na. 敏捷的",5,p:flew/i:flying/d:flown/s:flies/3:flies,close the door or the moths will fly in
follow,'fɒlәu,"v. to travel behind, go after, come after\nv. come as a logical consequence; follow logically\nv. travel along a certain course\nv. come after in time, as a result","vt. 跟随, 沿行, 遵循, 追求\nvi. 跟随, 接着\nn. 跟随, 追随",5,i:following/d:followed/3:follows/p:followed,"she went back into the house, and Ben followed her"
food,fu:d,n. any substance that can be metabolized by an animal to give energy and build tissue\nn. any solid substance (as opposed to liquid) that is used as a source of nourishment\nn. anything that provides mental stimulus for thinking,"n. 食物, 养料\n[医] 食物, 食品",5,s:foods,we need food and water
foot,fut,n. the part of the leg of a human being below the ankle joint\nn. a linear unit of length equal to 12 inches or a third of a yard\nn. the lower part of anything\nn. any of various organs of locomotion or attachment in invertebrates,"n. 脚, 步调, 英尺, 底部, 末尾, 步兵\nvt. 走在...上, 给...换底, 支付\nvi. 跳舞, 步行, 总计",5,s:feet/i:footing/p:footed/3:foots/d:footed,
football,'futbɒ:l,n. any of various games played with a ball (round or oval) in which two teams try to kick or carry or propel the ball into each other's goal\nn. the inflated oblong ball used in playing American football,"n. 足球, 橄榄球",4,s:footballs,a football club
